"devs",,,,,,,,,,,,,,,,,,,,,,,,,
"name","id","readable","writeable","persist","volatile",,,,,,,,,,,,,,,,,,,,
4,"c","rom",24,"rodata",,,"c","c","nvram","c","pdata",,,14,"c","rom",24,"rodata",,,"c","c","nvram","c","pdata"
4,"d","rom",25,"rodata",,,"c","d","nvram","d","pdata",,,14,"d","rom",25,"rodata",,,"c","d","nvram","d","pdata"
4,"e","rom",26,"rodata",,,"c","e","nvram","e","pdata",,,14,"e","rom",26,"rodata",,,"c","e","nvram","e","pdata"
4,"f","rom",27,"rodata",,,"c","f","nvram","f","pdata",,,14,"f","rom",27,"rodata",,,"c","f","nvram","f","pdata"
5,8,"rom",28,"rodata",,,"d",8,"nvram",10,"pdata",,,15,8,"rom",28,"rodata",,,"d",8,"nvram",10,"pdata"
5,9,"rom",29,"rodata",,,"d",9,"nvram",11,"pdata",,,15,9,"rom",29,"rodata",,,"d",9,"nvram",11,"pdata"
5,"a","rom","2a","rodata",,,"d","a","nvram",12,"pdata",,,15,"a","rom","2a","rodata",,,"d","a","nvram",12,"pdata"
5,"b","rom","2b","rodata",,,"d","b","nvram",13,"pdata",,,15,"b","rom","2b","rodata",,,"d","b","nvram",13,"pdata"
5,"c","rom","2c","rodata",,,"d","c","nvram",14,"pdata",,,15,"c","rom","2c","rodata",,,"d","c","nvram",14,"pdata"
5,"d","rom","2d","rodata",,,"d","d","nvram",15,"pdata",,,15,"d","rom","2d","rodata",,,"d","d","nvram",15,"pdata"
5,"e","rom","2e","rodata",,,"d","e","nvram",16,"pdata",,,15,"e","rom","2e","rodata",,,"d","e","nvram",16,"pdata"
5,"f","rom","2f","rodata",,,"d","f","nvram",17,"pdata",,,15,"f","rom","2f","rodata",,,"d","f","nvram",17,"pdata"
6,8,"rom",30,"rodata",,,"e",8,"nvram",18,"pdata",,,16,8,"rom",30,"rodata",,,"e",8,"nvram",18,"pdata"
6,9,"rom",31,"rodata",,,"e",9,"nvram",19,"pdata",,,16,9,"rom",31,"rodata",,,"e",9,"nvram",19,"pdata"
6,"a","rom",32,"rodata",,,"e","a","nvram","1a","pdata",,,16,"a","rom",32,"rodata",,,"e","a","nvram","1a","pdata"
6,"b","rom",33,"rodata",,,"e","b","nvram","1b","pdata",,,16,"b","rom",33,"rodata",,,"e","b","nvram","1b","pdata"
6,"c","rom",34,"rodata",,,"e","c","nvram","1c","pdata",,,16,"c","rom",34,"rodata",,,"e","c","nvram","1c","pdata"
6,"d","rom",35,"rodata",,,"e","d","nvram","1d","pdata",,,16,"d","rom",35,"rodata",,,"e","d","nvram","1d","pdata"
6,"e","rom",36,"rodata",,,"e","e","nvram","1e","pdata",,,16,"e","rom",36,"rodata",,,"e","e","nvram","1e","pdata"
6,"f","rom",37,"rodata",,,"e","f","nvram","1f","pdata",,,16,"f","rom",37,"rodata",,,"e","f","nvram","1f","pdata"
7,8,"rom",38,"rodata",,,"f",8,"ram",4,"data",,,17,8,"rom",38,"rodata",,,"f",8,"ram",4,"data"
7,9,"rom",39,"rodata",,,"f",9,"ram",5,"data",,,17,9,"rom",39,"rodata",,,"f",9,"ram",5,"data"
7,"a","rom","3a","rodata",,,"f","a","ram",6,"data",,,17,"a","rom","3a","rodata",,,"f","a","ram",6,"data"
7,"b","rom","3b","rodata",,,"f","b","ram",7,"data",,,17,"b","rom","3b","rodata",,,"f","b","ram",7,"data"
7,"c","rom","3c","rodata",,,"f","c","dmareg",1,"data",,,17,"c","rom","3c","rodata",,,"f","c","dmareg",1,"data"
7,"d","rom","3d","rodata",,,"f","d","dmareg",2,"data",,,17,"d","rom","3d","rodata",,,"f","d","dmareg",2,"data"
7,"e","rom","3e","rodata",,,"f","e","dmareg",3,"data",,,17,"e","rom","3e","rodata",,,"f","e","dmareg",3,"data"
7,"f","rom","3f","rodata",,,"f","f","dmareg",4,"data",,,17,"f","rom","3f","rodata",,,"f","f","dmareg",4,"data"
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
"bank","page","device","devaddr","type",,,"bank","page","device","devaddr","type",,,"bank","page","device","devaddr","type",,,,,,,
40,0,"unmapped",0,"data",,,41,0,"ram",17,"data",,,42,0,"ram",27,"data",,,,,,,
40,1,"ram",8,"data",,,41,1,"ram",18,"data",,,42,1,"ram",28,"data",,,,,,,
40,2,"ram",9,"data",,,41,2,"ram",19,"data",,,42,2,"ram",29,"data",,,,,,,
40,3,"ram","a","data",,,41,3,"ram","1a","data",,,42,3,"ram","2a","data",,,,,,,
40,4,"ram","b","data",,,41,4,"ram","1b","data",,,42,4,"ram","2b","data",,,,,,,
40,5,"ram","c","data",,,41,5,"ram","1c","data",,,42,5,"ram","2c","data",,,,,,,
40,6,"ram","d","data",,,41,6,"ram","1d","data",,,42,6,"ram","2d","data",,,,,,,
40,7,"ram","e","data",,,41,7,"ram","1e","data",,,42,7,"ram","2e","data",,,,,,,
40,8,"ram","f","data",,,41,8,"ram","1f","data",,,42,8,"ram","2f","data",,,,,,,
40,9,"ram",10,"data",,,41,9,"ram",20,"data",,,42,9,"ram",30,"data",,,,,,,
40,"a","ram",11,"data",,,41,"a","ram",21,"data",,,42,"a","ram",31,"data",,,,,,,
40,"b","ram",12,"data",,,41,"b","ram",22,"data",,,42,"b","ram",32,"data",,,,,,,
40,"c","ram",13,"data",,,41,"c","ram",23,"data",,,42,"c","ram",33,"data",,,,,,,
40,"d","ram",14,"data",,,41,"d","ram",24,"data",,,42,"d","ram",34,"data",,,,,,,
40,"e","ram",15,"data",,,41,"e","ram",25,"data",,,42,"e","ram",35,"data",,,,,,,
40,"f","ram",16,"data",,,41,"f","ram",26,"data",,,42,"f","ram",36,"data",,,,,,,
